site_name,date,indicator,conc,river_name,year,date_no_year
West Saug 1,2020-06-24T00:00:00Z,e.coli,435,Saugatuck River,2020,06-24
Deadman 5,2022-08-10T00:00:00Z,e.coli,436,Deadman Brook,2022,08-10
Pussy Willow 4,2019-07-10T00:00:00Z,e.coli,437,Pussy Willow Brook,2019,07-10
Indian 2,2023-05-01T00:00:00Z,e.coli,437,Indian River,2023,05-01
New 3,2023-07-27T00:00:00Z,e.coli,437,Greens Farms Brook,2023,07-27
Poplar 3,2010-05-19T00:00:00Z,e.coli,440,Saugatuck River,2010,05-19
SG1,2011-05-24T00:00:00Z,e.coli,440,Saugatuck River,2011,05-24
Muddy 6,2018-09-24T00:00:00Z,e.coli,440,Muddy Brook,2018,09-24
Deadman 2,2018-06-14T00:00:00Z,e.coli,440,Deadman Brook,2018,06-14
Muddy 4,2012-06-20T00:00:00Z,e.coli,440,Muddy Brook,2012,06-20
Saugatuck 2,2016-06-16T00:00:00Z,e.coli,440,Saugatuck River,2016,06-16
Muddy 2,2017-08-24T00:00:00Z,e.coli,440,Muddy Brook,2017,08-24
Saugatuck 1,2018-07-19T00:00:00Z,e.coli,440,Saugatuck River,2018,07-19
Indian 1,2017-05-18T00:00:00Z,e.coli,440,Indian River,2017,05-18
Deadman 5,2013-07-29T00:00:00Z,e.coli,440,Deadman Brook,2013,07-29
Poplar 3,2011-07-28T00:00:00Z,e.coli,440,Saugatuck River,2011,07-28
Indian 1,2008-06-12T00:00:00Z,e.coli,440,Indian River,2008,06-12
Sasco 5,2005-07-13T00:00:00Z,e.coli,440,Sasco Brook,2005,07-13
Sasco 3,2002-08-06T00:00:00Z,e.coli,440,Sasco Brook,2002,08-06
Sasco 2,2016-06-29T00:00:00Z,e.coli,440,Sasco Brook,2016,06-29
Deadman 1,2018-08-07T00:00:00Z,e.coli,440,Deadman Brook,2018,08-07
Hunt Club 1,2023-08-09T00:00:00Z,e.coli,440,Sasco Brook,2023,08-09
Sasco 6,2000-08-01T00:00:00Z,e.coli,442,Sasco Brook,2000,08-01
Deadman 3.5,2022-06-13T00:00:00Z,e.coli,445,Deadman Brook,2022,06-13
Pussy Willow 2.5,2019-08-28T00:00:00Z,e.coli,449,Pussy Willow Brook,2019,08-28
Hunt Club 2,2021-09-14T00:00:00Z,e.coli,449,Sasco Brook,2021,09-14
Sasco 4,2003-05-29T00:00:00Z,e.coli,450,Sasco Brook,2003,05-29
Hunt Club 3,2014-08-14T00:00:00Z,e.coli,450,Sasco Brook,2014,08-14
Hunt Club 2,2001-06-14T00:00:00Z,e.coli,450,Sasco Brook,2001,06-14
Hunt Club 2,2015-09-18T00:00:00Z,e.coli,450,Sasco Brook,2015,09-18
Sasco 6,1999-07-01T00:00:00Z,e.coli,450,Sasco Brook,1999,07-01
New 1,1999-07-02T00:00:00Z,e.coli,450,Greens Farms Brook,1999,07-02
Indian 3,2022-09-21T00:00:00Z,e.coli,455,Indian River,2022,09-21
Sasco 3,2021-05-24T00:00:00Z,entero,175,Sasco Brook,2021,05-24
Deadman 5,2023-05-02T00:00:00Z,e.coli,456,Deadman Brook,2023,05-02
Deadman 9,2023-08-14T00:00:00Z,e.coli,456,Deadman Brook,2023,08-14
Muddy 3,2019-08-14T00:00:00Z,e.coli,457,Muddy Brook,2019,08-14
Sasco 6,1995-07-19T00:00:00Z,e.coli,458,Sasco Brook,1995,07-19
Pussy Willow 1,1997-07-17T00:00:00Z,e.coli,458,Pussy Willow Brook,1997,07-17
Saugatuck 0.5,2022-08-15T00:00:00Z,entero,175,Saugatuck River,2022,08-15
Hunt Club 2,2011-06-03T00:00:00Z,e.coli,460,Sasco Brook,2011,06-03
Deadman 2,2013-05-20T00:00:00Z,e.coli,460,Deadman Brook,2013,05-20
Poplar 2,2005-06-02T00:00:00Z,e.coli,460,Saugatuck River,2005,06-02
Hunt Club 3,2016-06-23T00:00:00Z,e.coli,460,Sasco Brook,2016,06-23
Muddy 3,2012-06-27T00:00:00Z,e.coli,460,Muddy Brook,2012,06-27
Sasco 6,2004-09-21T00:00:00Z,e.coli,460,Sasco Brook,2004,09-21
Muddy 2,2018-05-29T00:00:00Z,e.coli,460,Muddy Brook,2018,05-29
Muddy 3,2017-09-20T00:00:00Z,e.coli,460,Muddy Brook,2017,09-20
Sasco 4,2002-09-24T00:00:00Z,e.coli,460,Sasco Brook,2002,09-24
Sasco 3,2003-06-25T00:00:00Z,e.coli,460,Sasco Brook,2003,06-25
Sasco 6,2005-08-24T00:00:00Z,e.coli,460,Sasco Brook,2005,08-24
Hunt Club 4,2014-08-12T00:00:00Z,e.coli,460,Sasco Brook,2014,08-12
New 1.5,2016-06-08T00:00:00Z,e.coli,460,Greens Farms Brook,2016,06-08
Muddy 1,2008-06-30T00:00:00Z,e.coli,460,Muddy Brook,2008,06-30
Sasco 3,2016-06-01T00:00:00Z,e.coli,460,Sasco Brook,2016,06-01
Sasco 5,2011-09-27T00:00:00Z,e.coli,460,Sasco Brook,2011,09-27
Indian 2,2018-07-16T00:00:00Z,e.coli,460,Indian River,2018,07-16
Sasco 4,2014-08-25T00:00:00Z,e.coli,460,Sasco Brook,2014,08-25
Indian 1,2003-07-21T00:00:00Z,e.coli,460,Indian River,2003,07-21
Sasco 9,2016-07-18T00:00:00Z,e.coli,460,Sasco Brook,2016,07-18
Deadman 8,2013-07-16T00:00:00Z,e.coli,460,Deadman Brook,2013,07-16
Sasco 1,2001-06-16T00:00:00Z,e.coli,460,Sasco Brook,2001,06-16
Muddy 1,2019-06-04T00:00:00Z,e.coli,461,Muddy Brook,2019,06-04
Muddy 6,2019-09-09T00:00:00Z,e.coli,461,Muddy Brook,2019,09-09
Saugatuck 0.25,2019-08-01T00:00:00Z,entero,175,Saugatuck River,2019,08-01
Muddy 1,2019-07-31T00:00:00Z,e.coli,461,Muddy Brook,2019,07-31
Indian 1.5,2022-05-03T00:00:00Z,e.coli,461,Indian River,2022,05-03
Sasco 7,2021-06-01T00:00:00Z,e.coli,461,Sasco Brook,2021,06-01
Indian 1,2022-05-03T00:00:00Z,e.coli,461,Indian River,2022,05-03
Sasco 8,1996-07-15T00:00:00Z,e.coli,466,Sasco Brook,1996,07-15
New 1,1997-08-14T00:00:00Z,e.coli,466,Greens Farms Brook,1997,08-14
New 2,1999-07-14T00:00:00Z,e.coli,466,Greens Farms Brook,1999,07-14
New 1.5,2023-05-04T00:00:00Z,entero,183,Greens Farms Brook,2023,05-04
Sasco 4,2021-06-01T00:00:00Z,e.coli,224,Sasco Brook,2021,06-01
Sasco 4,2021-06-01T00:00:00Z,entero,183,Sasco Brook,2021,06-01
Sasco 1,2021-08-26T00:00:00Z,entero,183,Sasco Brook,2021,08-26
Pussy Willow 3,2014-09-16T00:00:00Z,e.coli,470,Pussy Willow Brook,2014,09-16
Sasco 3,2021-06-01T00:00:00Z,entero,185,Sasco Brook,2021,06-01
Muddy 2,2018-05-30T00:00:00Z,e.coli,470,Muddy Brook,2018,05-30
Muddy 1,2017-06-26T00:00:00Z,e.coli,470,Muddy Brook,2017,06-26
Muddy 4,2012-05-30T00:00:00Z,e.coli,470,Muddy Brook,2012,05-30
Hunt Club 3,2011-08-18T00:00:00Z,e.coli,470,Sasco Brook,2011,08-18
Sasco 4,2003-08-12T00:00:00Z,e.coli,470,Sasco Brook,2003,08-12
Sasco 1,2001-06-28T00:00:00Z,e.coli,470,Sasco Brook,2001,06-28
Hunt Club 2,2011-06-22T00:00:00Z,e.coli,470,Sasco Brook,2011,06-22
Hunt Club 2,2023-07-27T00:00:00Z,e.coli,475,Sasco Brook,2023,07-27
Deadman 3,2022-06-13T00:00:00Z,e.coli,476,Deadman Brook,2022,06-13
New 3,2023-09-26T00:00:00Z,e.coli,476,Greens Farms Brook,2023,09-26
Deadman 8,2023-05-22T00:00:00Z,e.coli,476,Deadman Brook,2023,05-22
Indian 1,2023-06-08T00:00:00Z,e.coli,476,Indian River,2023,06-08
Indian 1,2023-06-08T00:00:00Z,entero,288,Indian River,2023,06-08
Deadman 3.5,2023-08-09T00:00:00Z,e.coli,476,Deadman Brook,2023,08-09
Sasco 9,1997-07-03T00:00:00Z,e.coli,478,Sasco Brook,1997,07-03
Sasco 1,2001-05-25T00:00:00Z,e.coli,480,Sasco Brook,2001,05-25
Saugatuck 1,2016-05-25T00:00:00Z,e.coli,480,Saugatuck River,2016,05-25
Sasco 3,2001-05-19T00:00:00Z,e.coli,480,Sasco Brook,2001,05-19
Pussy Willow 2,2013-06-17T00:00:00Z,e.coli,480,Pussy Willow Brook,2013,06-17
Muddy 3,2018-06-18T00:00:00Z,e.coli,480,Muddy Brook,2018,06-18
Deadman 3,2018-07-09T00:00:00Z,e.coli,480,Deadman Brook,2018,07-09
Sasco 3,2003-06-12T00:00:00Z,e.coli,480,Sasco Brook,2003,06-12
Hunt Club 2,2002-09-10T00:00:00Z,e.coli,480,Sasco Brook,2002,09-10
Muddy 4,2017-06-21T00:00:00Z,e.coli,480,Muddy Brook,2017,06-21
Sasco 9,2011-05-31T00:00:00Z,e.coli,480,Sasco Brook,2011,05-31
Sasco 4,2001-06-14T00:00:00Z,e.coli,480,Sasco Brook,2001,06-14
New 1,2016-06-08T00:00:00Z,e.coli,480,Greens Farms Brook,2016,06-08
Poplar 1.5,2009-08-25T00:00:00Z,e.coli,480,Saugatuck River,2009,08-25
Sasco 1,2001-07-12T00:00:00Z,e.coli,480,Sasco Brook,2001,07-12
Sasco 3,2022-09-21T00:00:00Z,e.coli,273,Sasco Brook,2022,09-21
Sasco 3,2022-09-21T00:00:00Z,entero,187,Sasco Brook,2022,09-21
Sasco 1,2001-05-05T00:00:00Z,e.coli,480,Sasco Brook,2001,05-05
Hunt Club 2,2015-09-17T00:00:00Z,e.coli,480,Sasco Brook,2015,09-17
Hunt Club 2,1998-05-16T00:00:00Z,e.coli,482,Sasco Brook,1998,05-16
New 3,1998-07-07T00:00:00Z,e.coli,482,Greens Farms Brook,1998,07-07
Pussy Willow 3,1998-07-14T00:00:00Z,e.coli,482,Pussy Willow Brook,1998,07-14
Saugatuck 0.5,2020-08-13T00:00:00Z,entero,187,Saugatuck River,2020,08-13
Sasco 6,1999-06-21T00:00:00Z,e.coli,482,Sasco Brook,1999,06-21
Sasco 2,2019-06-04T00:00:00Z,entero,187,Sasco Brook,2019,06-04
Sasco 9,1995-06-06T00:00:00Z,e.coli,488,Sasco Brook,1995,06-06
Saugatuck 1,2019-08-01T00:00:00Z,e.coli,488,Saugatuck River,2019,08-01
Hunt Club 2,2021-08-09T00:00:00Z,e.coli,488,Sasco Brook,2021,08-09
Deadman 5,2020-06-25T00:00:00Z,e.coli,488,Deadman Brook,2020,06-25
Indian 3.1,2022-08-10T00:00:00Z,e.coli,727,Indian River,2022,08-10
Stony 4,2020-06-23T00:00:00Z,e.coli,488,Stony Brook,2020,06-23
Sasco 1,1999-06-17T00:00:00Z,e.coli,489,Sasco Brook,1999,06-17
Hunt Club 2,2014-06-23T00:00:00Z,e.coli,490,Sasco Brook,2014,06-23
Pussy Willow 4,2013-06-17T00:00:00Z,e.coli,490,Pussy Willow Brook,2013,06-17
Stony 1.5,2020-09-02T00:00:00Z,e.coli,3106,Stony Brook,2020,09-02
Muddy 1,2016-06-08T00:00:00Z,e.coli,490,Muddy Brook,2016,06-08
Hunt Club 5,2014-06-17T00:00:00Z,e.coli,490,Sasco Brook,2014,06-17
Hunt Club 4,2014-08-14T00:00:00Z,e.coli,490,Sasco Brook,2014,08-14
Sasco 7,2015-06-16T00:00:00Z,e.coli,490,Sasco Brook,2015,06-16
Deadman 2,2018-06-18T00:00:00Z,e.coli,490,Deadman Brook,2018,06-18
Muddy 6,2009-07-30T00:00:00Z,e.coli,490,Muddy Brook,2009,07-30
Hunt Club 1,2023-07-27T00:00:00Z,e.coli,493,Sasco Brook,2023,07-27
Deadman 3.5,2023-05-22T00:00:00Z,e.coli,496,Deadman Brook,2023,05-22
New 2,2023-09-26T00:00:00Z,e.coli,496,Greens Farms Brook,2023,09-26
New 2,2023-09-26T00:00:00Z,entero,748,Greens Farms Brook,2023,09-26
Stony 4,2023-05-22T00:00:00Z,e.coli,496,Stony Brook,2023,05-22
Deadman 7,2021-06-07T00:00:00Z,e.coli,496,Deadman Brook,2021,06-07
Sasco 6,2022-08-01T00:00:00Z,e.coli,496,Sasco Brook,2022,08-01
Sasco 4,1995-06-29T00:00:00Z,e.coli,497,Sasco Brook,1995,06-29
Pussy Willow 4,1998-08-03T00:00:00Z,e.coli,497,Pussy Willow Brook,1998,08-03
Indian 1.5,2023-05-01T00:00:00Z,e.coli,498,Indian River,2023,05-01
Stony 4,2023-05-01T00:00:00Z,e.coli,498,Stony Brook,2023,05-01
Pussy Willow 2.5,2019-08-05T00:00:00Z,e.coli,498,Pussy Willow Brook,2019,08-05
Sasco 9,2003-09-29T00:00:00Z,e.coli,500,Sasco Brook,2003,09-29
Saugatuck 2,2011-05-24T00:00:00Z,e.coli,500,Saugatuck River,2011,05-24
Hunt Club 1,2013-06-12T00:00:00Z,e.coli,500,Sasco Brook,2013,06-12
New 4,2013-09-19T00:00:00Z,e.coli,500,Greens Farms Brook,2013,09-19
Deadman 9,2012-09-28T00:00:00Z,e.coli,500,Deadman Brook,2012,09-28
Pussy Willow 3,2014-09-30T00:00:00Z,e.coli,500,Pussy Willow Brook,2014,09-30
Deadman 1,2012-09-25T00:00:00Z,e.coli,500,Deadman Brook,2012,09-25
Hunt Club 2,2001-08-30T00:00:00Z,e.coli,500,Sasco Brook,2001,08-30
Muddy 0.5,2016-06-08T00:00:00Z,e.coli,500,Muddy Brook,2016,06-08
Pussy Willow 4,2014-09-30T00:00:00Z,e.coli,500,Pussy Willow Brook,2014,09-30
Sasco 3,2001-09-19T00:00:00Z,e.coli,500,Sasco Brook,2001,09-19
Sasco 9,2005-09-21T00:00:00Z,e.coli,500,Sasco Brook,2005,09-21
New 2,2012-08-14T00:00:00Z,e.coli,500,Greens Farms Brook,2012,08-14
West Saug 1,2005-07-07T00:00:00Z,e.coli,500,Saugatuck River,2005,07-07
Hunt Club 4,2015-08-12T00:00:00Z,e.coli,500,Sasco Brook,2015,08-12
Muddy 3,2018-08-07T00:00:00Z,e.coli,500,Muddy Brook,2018,08-07
Pussy Willow 1,2011-09-26T00:00:00Z,e.coli,500,Pussy Willow Brook,2011,09-26
Sasco 2,2023-08-09T00:00:00Z,entero,197,Sasco Brook,2023,08-09
Deadman 7,2018-08-07T00:00:00Z,e.coli,500,Deadman Brook,2018,08-07
New 0.5,2012-08-21T00:00:00Z,e.coli,500,Greens Farms Brook,2012,08-21
Sasco 3,2002-07-08T00:00:00Z,e.coli,500,Sasco Brook,2002,07-08
SG1,2005-09-01T00:00:00Z,e.coli,500,Saugatuck River,2005,09-01
Sasco 2,2014-06-30T00:00:00Z,e.coli,500,Sasco Brook,2014,06-30
New 2,2023-08-29T00:00:00Z,e.coli,501,Greens Farms Brook,2023,08-29
New 2,2023-08-29T00:00:00Z,entero,1354,Greens Farms Brook,2023,08-29
Indian 3,2022-05-03T00:00:00Z,e.coli,501,Indian River,2022,05-03
Hunt Club 2,1998-07-14T00:00:00Z,e.coli,505,Sasco Brook,1998,07-14
Sasco 6,2000-06-27T00:00:00Z,e.coli,505,Sasco Brook,2000,06-27
New 0.5,2012-05-22T00:00:00Z,e.coli,510,Greens Farms Brook,2012,05-22
Hunt Club 1,2011-08-19T00:00:00Z,e.coli,510,Sasco Brook,2011,08-19
New 0.5,2012-06-26T00:00:00Z,e.coli,510,Greens Farms Brook,2012,06-26
Sasco 3,2000-05-30T00:00:00Z,e.coli,513,Sasco Brook,2000,05-30
Muddy 1,1998-07-06T00:00:00Z,e.coli,513,Muddy Brook,1998,07-06
Sasco 9,2000-08-01T00:00:00Z,e.coli,513,Sasco Brook,2000,08-01
Muddy 4,2019-07-09T00:00:00Z,e.coli,517,Muddy Brook,2019,07-09
Hunt Club 1,2021-06-01T00:00:00Z,e.coli,517,Sasco Brook,2021,06-01
Deadman 7,2022-09-15T00:00:00Z,e.coli,517,Deadman Brook,2022,09-15
Deadman 2,2022-09-15T00:00:00Z,e.coli,517,Deadman Brook,2022,09-15
Muddy 4,2022-08-15T00:00:00Z,e.coli,517,Muddy Brook,2022,08-15
Muddy 1,2022-06-30T00:00:00Z,e.coli,517,Muddy Brook,2022,06-30
Deadman 5,2013-05-20T00:00:00Z,e.coli,520,Deadman Brook,2013,05-20
Muddy 3,2018-09-24T00:00:00Z,e.coli,520,Muddy Brook,2018,09-24
Hunt Club 2,2005-09-07T00:00:00Z,e.coli,520,Sasco Brook,2005,09-07
Hunt Club 2,2011-05-31T00:00:00Z,e.coli,520,Sasco Brook,2011,05-31
Muddy 2,2017-06-12T00:00:00Z,e.coli,520,Muddy Brook,2017,06-12
Indian 2,2017-06-14T00:00:00Z,e.coli,520,Indian River,2017,06-14
Pussy Willow 1,2012-06-11T00:00:00Z,e.coli,520,Pussy Willow Brook,2012,06-11
Pussy Willow 3,2012-08-13T00:00:00Z,e.coli,520,Pussy Willow Brook,2012,08-13
Indian 3,2008-07-31T00:00:00Z,e.coli,520,Indian River,2008,07-31
Sasco 5,2003-07-07T00:00:00Z,e.coli,520,Sasco Brook,2003,07-07
SG1,2010-05-19T00:00:00Z,e.coli,520,Saugatuck River,2010,05-19
Hunt Club 3,2016-06-22T00:00:00Z,e.coli,520,Sasco Brook,2016,06-22
Stony 2,2023-09-20T00:00:00Z,e.coli,520,Stony Brook,2023,09-20
Indian 2,2022-08-15T00:00:00Z,e.coli,520,Indian River,2022,08-15
Pussy Willow 2,2019-06-03T00:00:00Z,e.coli,521,Pussy Willow Brook,2019,06-03
Indian 1,2022-06-07T00:00:00Z,e.coli,522,Indian River,2022,06-07
Sasco 6,2021-09-01T00:00:00Z,e.coli,522,Sasco Brook,2021,09-01
Sasco 9,1999-08-09T00:00:00Z,e.coli,529,Sasco Brook,1999,08-09
Sasco 2,1995-07-21T00:00:00Z,e.coli,529,Sasco Brook,1995,07-21
Sasco 6,1998-08-11T00:00:00Z,e.coli,529,Sasco Brook,1998,08-11
New 2,1997-07-31T00:00:00Z,e.coli,529,Greens Farms Brook,1997,07-31
Indian 1.5,2022-06-21T00:00:00Z,e.coli,529,Indian River,2022,06-21
Deadman 8,2018-09-10T00:00:00Z,e.coli,530,Deadman Brook,2018,09-10
Lamplight 1,2017-05-30T00:00:00Z,e.coli,530,Pussy Willow Brook,2017,05-30
Hunt Club 2,2015-06-18T00:00:00Z,e.coli,530,Sasco Brook,2015,06-18
Hunt Club 2,2013-06-20T00:00:00Z,e.coli,530,Sasco Brook,2013,06-20
Pussy Willow 4,2014-09-16T00:00:00Z,e.coli,530,Pussy Willow Brook,2014,09-16
Stony 2,2013-09-18T00:00:00Z,e.coli,540,Stony Brook,2013,09-18
Pussy Willow 1.5,2019-06-12T00:00:00Z,e.coli,435,Pussy Willow Brook,2019,06-12
Sasco 4,2002-06-03T00:00:00Z,e.coli,540,Sasco Brook,2002,06-03
Indian 3,2018-06-13T00:00:00Z,e.coli,540,Indian River,2018,06-13
Sasco 7,2015-06-29T00:00:00Z,e.coli,540,Sasco Brook,2015,06-29
Stony 2,2018-09-25T00:00:00Z,e.coli,540,Stony Brook,2018,09-25
Deadman 7,2018-07-09T00:00:00Z,e.coli,540,Deadman Brook,2018,07-09
Indian 1,2018-05-31T00:00:00Z,e.coli,540,Indian River,2018,05-31
Hunt Club 4,2010-06-21T00:00:00Z,e.coli,540,Sasco Brook,2010,06-21
Sasco 3,2016-09-26T00:00:00Z,e.coli,540,Sasco Brook,2016,09-26
Sasco 8,2015-06-17T00:00:00Z,e.coli,540,Sasco Brook,2015,06-17
Saugatuck 1,2016-06-02T00:00:00Z,e.coli,540,Saugatuck River,2016,06-02
Deadman 1,2022-05-17T00:00:00Z,entero,213,Deadman Brook,2022,05-17
Sasco 6,2011-05-31T00:00:00Z,e.coli,540,Sasco Brook,2011,05-31
Lamplight 1,2006-06-14T00:00:00Z,e.coli,540,Pussy Willow Brook,2006,06-14
Deadman 3,2013-07-15T00:00:00Z,e.coli,540,Deadman Brook,2013,07-15
Sasco 3,2016-07-18T00:00:00Z,e.coli,540,Sasco Brook,2016,07-18
Sasco 2,2016-08-08T00:00:00Z,e.coli,540,Sasco Brook,2016,08-08
Sasco 1,2001-06-26T00:00:00Z,e.coli,540,Sasco Brook,2001,06-26
Sasco 4,2002-08-21T00:00:00Z,e.coli,540,Sasco Brook,2002,08-21
Indian 3,2018-06-14T00:00:00Z,e.coli,540,Indian River,2018,06-14
New 1,1998-07-15T00:00:00Z,e.coli,544,Greens Farms Brook,1998,07-15
New 2,1998-07-15T00:00:00Z,e.coli,544,Greens Farms Brook,1998,07-15
Deadman 3,2021-06-15T00:00:00Z,e.coli,545,Deadman Brook,2021,06-15
Stony 3,2019-07-24T00:00:00Z,e.coli,546,Stony Brook,2019,07-24
Saugatuck 0.75,2021-07-12T00:00:00Z,entero,213,Saugatuck River,2021,07-12
Stony 5,2020-05-28T00:00:00Z,e.coli,548,Stony Brook,2020,05-28
Muddy 2,2019-05-06T00:00:00Z,e.coli,548,Muddy Brook,2019,05-06
Pussy Willow 4,2019-05-22T00:00:00Z,e.coli,548,Pussy Willow Brook,2019,05-22
Hunt Club 1,2019-08-14T00:00:00Z,e.coli,548,Sasco Brook,2019,08-14
Saugatuck 1,2018-09-25T00:00:00Z,e.coli,550,Saugatuck River,2018,09-25
Hunt Club 2,2001-06-12T00:00:00Z,e.coli,550,Sasco Brook,2001,06-12
New 3,2012-06-26T00:00:00Z,e.coli,550,Greens Farms Brook,2012,06-26
Hunt Club 3,2015-06-19T00:00:00Z,e.coli,550,Sasco Brook,2015,06-19
Deadman 3,2013-07-02T00:00:00Z,e.coli,550,Deadman Brook,2013,07-02
Muddy 6,2006-07-24T00:00:00Z,e.coli,550,Muddy Brook,2006,07-24
Hunt Club 4,2015-09-17T00:00:00Z,e.coli,550,Sasco Brook,2015,09-17
Indian 1.5,2022-06-07T00:00:00Z,e.coli,551,Indian River,2022,06-07
Hunt Club 2,1997-05-15T00:00:00Z,e.coli,552,Sasco Brook,1997,05-15
Sasco 8,1996-06-20T00:00:00Z,e.coli,560,Sasco Brook,1996,06-20
New 1,1997-08-22T00:00:00Z,e.coli,560,Greens Farms Brook,1997,08-22
Saugatuck 0.5,2020-09-03T00:00:00Z,entero,216,Saugatuck River,2020,09-03
Pussy Willow 5,2012-06-04T00:00:00Z,e.coli,560,Pussy Willow Brook,2012,06-04
Saugatuck 0.25,2019-06-05T00:00:00Z,entero,216,Saugatuck River,2019,06-05
Sasco 9,2003-06-23T00:00:00Z,e.coli,560,Sasco Brook,2003,06-23
Deadman 4,2018-09-10T00:00:00Z,e.coli,560,Deadman Brook,2018,09-10
Hunt Club 2,2018-06-20T00:00:00Z,e.coli,560,Sasco Brook,2018,06-20
Saugatuck 0.75,2022-07-25T00:00:00Z,entero,226,Saugatuck River,2022,07-25
Sasco 9,2004-09-21T00:00:00Z,e.coli,560,Sasco Brook,2004,09-21
Muddy 2,2018-06-14T00:00:00Z,e.coli,560,Muddy Brook,2018,06-14
Stony 1,2023-08-17T00:00:00Z,e.coli,58,Stony Brook,2023,08-17
Stony 1,2023-08-17T00:00:00Z,entero,228,Stony Brook,2023,08-17
Sasco 9,2004-08-23T00:00:00Z,e.coli,560,Sasco Brook,2004,08-23
Indian 1,2014-09-24T00:00:00Z,e.coli,560,Indian River,2014,09-24
Sasco 4,2003-06-12T00:00:00Z,e.coli,560,Sasco Brook,2003,06-12
Saugatuck 0.5,2021-07-12T00:00:00Z,entero,231,Saugatuck River,2021,07-12
Deadman 5,2018-06-18T00:00:00Z,e.coli,560,Deadman Brook,2018,06-18
Lamplight 1,2006-05-17T00:00:00Z,e.coli,560,Pussy Willow Brook,2006,05-17
Indian 1,2006-06-22T00:00:00Z,e.coli,560,Indian River,2006,06-22
Poplar 4,2017-07-11T00:00:00Z,e.coli,560,Saugatuck River,2017,07-11
Sasco 8,2016-08-01T00:00:00Z,e.coli,560,Sasco Brook,2016,08-01
Poplar 4,2009-08-25T00:00:00Z,e.coli,560,Saugatuck River,2009,08-25
West Saug 1,2005-09-01T00:00:00Z,e.coli,560,Saugatuck River,2005,09-01
Poplar 4,2016-08-15T00:00:00Z,e.coli,560,Saugatuck River,2016,08-15
Stony 1,2022-08-15T00:00:00Z,e.coli,1454,Stony Brook,2022,08-15
Stony 1,2022-08-15T00:00:00Z,entero,233,Stony Brook,2022,08-15
Hunt Club 2,1995-07-17T00:00:00Z,e.coli,576,Sasco Brook,1995,07-17
Sasco 6,1997-06-23T00:00:00Z,e.coli,576,Sasco Brook,1997,06-23
Hunt Club 2,1995-07-13T00:00:00Z,e.coli,576,Sasco Brook,1995,07-13
Muddy 1,2019-05-06T00:00:00Z,e.coli,579,Muddy Brook,2019,05-06
New 3,2019-06-12T00:00:00Z,e.coli,579,Greens Farms Brook,2019,06-12
Sasco 7,2021-06-15T00:00:00Z,e.coli,579,Sasco Brook,2021,06-15
Sasco 3,2003-05-29T00:00:00Z,e.coli,580,Sasco Brook,2003,05-29
Saugatuck 1,2011-05-19T00:00:00Z,e.coli,580,Saugatuck River,2011,05-19
Pussy Willow 5,2014-09-16T00:00:00Z,e.coli,580,Pussy Willow Brook,2014,09-16
Sasco 2,2021-08-09T00:00:00Z,entero,240,Sasco Brook,2021,08-09
Poplar 2,2011-05-19T00:00:00Z,e.coli,580,Saugatuck River,2011,05-19
Hunt Club 5,2013-06-12T00:00:00Z,e.coli,580,Sasco Brook,2013,06-12
Pussy Willow 5,2012-05-29T00:00:00Z,e.coli,580,Pussy Willow Brook,2012,05-29
Hunt Club 1,2014-08-15T00:00:00Z,e.coli,580,Sasco Brook,2014,08-15
Sasco 7,2016-06-01T00:00:00Z,e.coli,580,Sasco Brook,2016,06-01
West Saug 1,2006-06-22T00:00:00Z,e.coli,580,Saugatuck River,2006,06-22
Hunt Club 2,2016-08-10T00:00:00Z,e.coli,580,Sasco Brook,2016,08-10
New 2,2012-07-31T00:00:00Z,e.coli,580,Greens Farms Brook,2012,07-31
Sasco 4,2003-06-25T00:00:00Z,e.coli,580,Sasco Brook,2003,06-25
Indian 3,2007-08-09T00:00:00Z,e.coli,580,Indian River,2007,08-09
New 1,2012-08-21T00:00:00Z,e.coli,580,Greens Farms Brook,2012,08-21
Indian 1,2016-06-02T00:00:00Z,e.coli,580,Indian River,2016,06-02
Sasco 3,2002-07-16T00:00:00Z,e.coli,580,Sasco Brook,2002,07-16
Sasco 2,2018-07-16T00:00:00Z,e.coli,580,Sasco Brook,2018,07-16
Hunt Club 2,2004-06-21T00:00:00Z,e.coli,580,Sasco Brook,2004,06-21
Stony 3,2023-05-22T00:00:00Z,e.coli,582,Stony Brook,2023,05-22
Sasco 6,2023-09-12T00:00:00Z,e.coli,582,Sasco Brook,2023,09-12
Deadman 2,2021-06-15T00:00:00Z,e.coli,582,Deadman Brook,2021,06-15
Sasco 2,2021-07-20T00:00:00Z,entero,246,Sasco Brook,2021,07-20
Stony 3,2020-09-02T00:00:00Z,e.coli,582,Stony Brook,2020,09-02
Saugatuck 0.5,2020-06-24T00:00:00Z,entero,247,Saugatuck River,2020,06-24
Muddy 4,1999-06-29T00:00:00Z,e.coli,583,Muddy Brook,1999,06-29
SG1,2008-06-06T00:00:00Z,e.coli,590,Saugatuck River,2008,06-06
Sasco 9,1996-06-21T00:00:00Z,e.coli,591,Sasco Brook,1996,06-21
New 4,1998-08-04T00:00:00Z,e.coli,591,Greens Farms Brook,1998,08-04
Deadman 3.5,2023-08-14T00:00:00Z,e.coli,597,Deadman Brook,2023,08-14
Deadman 1,2013-05-20T00:00:00Z,e.coli,600,Deadman Brook,2013,05-20
